0,0
0.0114805,0.0277164
0.022961,0.0554328
0.0344415,0.0831492
0.045922,0.110866
0.0574025,0.138582
0.068883,0.166298
0.0803635,0.194015
0.091844,0.221731
0.103325,0.249447
0.114805,0.277164
0.126286,0.30488
0.137766,0.332597
0.149247,0.360313
0.160727,0.388029
0.172208,0.415746
0.183688,0.443462
0.195169,0.471179
0.206649,0.498895
0.21813,0.526611
0.22961,0.554328
0.241091,0.582044
0.252571,0.60976
0.264052,0.637477
0.275532,0.665193
0.287013,0.69291
0.298493,0.720626
0.309974,0.748342
0.321454,0.776059
0.332935,0.803775
0.344415,0.831492
0.355896,0.859208
0.367376,0.886924
0.378857,0.914641
0.390337,0.942357
0.401818,0.970074
0.413298,0.99779
0.424779,1.02551
0.436259,1.05322
0.44774,1.08094
0.45922,1.10866
0.470701,1.13637
0.482181,1.16409
0.493662,1.1918
0.505142,1.21952
0.516623,1.24724
0.528103,1.27495
0.539584,1.30267
0.551064,1.33039
0.562545,1.3581
0.574025,1.38582
0.585506,1.41354
0.596986,1.44125
0.608467,1.46897
0.619947,1.49668
0.631428,1.5244
0.642908,1.55212
0.654389,1.57983
0.665869,1.60755
0.67735,1.63527
0.68883,1.66298
0.700311,1.6907
0.711791,1.71842
0.723272,1.74613
0.734752,1.77385
0.746233,1.80157
0.757713,1.82928
0.769194,1.857
0.780674,1.88471
0.792155,1.91243
0.803635,1.94015
0.815116,1.96786
0.826596,1.99558
0.838077,2.0233
0.849557,2.05101
0.861038,2.07873
0.872518,2.10645
0.883999,2.13416
0.895479,2.16188
0.90696,2.18959
0.91844,2.21731
0.929921,2.24503
0.941401,2.27274
0.952882,2.30046
0.964362,2.32818
0.975843,2.35589
0.987323,2.38361
0.998804,2.41133
1.01028,2.43904
1.02176,2.46676
1.03325,2.49447
1.04473,2.52219
1.05621,2.54991
1.06769,2.57762
1.07917,2.60534
1.09065,2.63306
1.10213,2.66077
1.11361,2.68849
1.12509,2.71621
1.13657,2.74392
1.14805,2.77164
1.15953,2.79935
1.17101,2.82707
1.18249,2.85479
1.19397,2.8825
1.20545,2.91022
1.21693,2.93794
1.22841,2.96565
1.23989,2.99337
1.25137,3.02109
1.26286,3.0488
1.27434,3.07652
1.28582,3.10424
1.2973,3.13195
1.30878,3.15967
1.32026,3.18738
1.33174,3.2151
1.34322,3.24282
1.3547,3.27053
1.36618,3.29825
1.37766,3.32597
1.38914,3.35368
1.40062,3.3814
1.4121,3.40912
1.42358,3.43683
1.43506,3.46455
1.44674,3.49207
1.4588,3.5192
1.47126,3.54594
1.4841,3.5723
1.49734,3.59826
1.51096,3.62383
1.52497,3.64902
1.53938,3.67381
1.55417,3.69821
1.56935,3.72223
1.58492,3.74585
1.60088,3.76909
1.61724,3.79193
1.63398,3.81439
1.65111,3.83646
1.66863,3.85813
1.68654,3.87942
1.70484,3.90032
1.72353,3.92083
1.74261,3.94094
1.76207,3.96067
1.78193,3.98001
1.80218,3.99896
1.82282,4.01752
1.84384,4.03569
1.86526,4.05347
