4.2904,5.64339
4.41342,5.8694
4.52103,6.21227
4.42588,6.69062
4.2904,6.89339
4.69201,3.41697
4.75166,3.8028
4.79924,4.04197
4.61618,4.48391
4.65651,4.7595
4.60894,4.99868
4.56136,5.23786
4.65259,5.82182
4.7238,5.98164
4.79662,6.2526
4.56136,6.52727
4.93118,3.46455
5.20215,3.87008
4.88715,4.07839
5.13395,4.48391
4.93118,4.6194
5.20215,5.02493
5.107,5.50328
4.89177,5.77425
4.99939,6.11712
5.26943,3.8028
5.31701,4.04197
5.50007,4.48391
5.33301,4.85465
5.27759,5.19682
5.23002,5.436
5.40491,5.84615
5.37797,6.05446
5.5404,4.20832
5.58797,4.4475
5.5404,4.68668
5.5404,5.16503
5.76379,5.47704
5.71621,5.71621
5.58073,5.91898
5.95409,4.52033
5.90651,4.7595
5.85894,4.99868
6.01875,5.36317
6.01875,5.84153
5.9738,5.98164
6.357,4.34843
6.34454,4.75488
6.33729,5.19682
6.357,5.50328
6.46461,5.84615
6.38487,5.91435
6.55976,4.48391
6.69525,4.68668
6.52759,5.19682
6.55976,5.3678
6.65491,5.84615
6.69525,6.12174
6.83073,5.03509
7.01379,5.47704
6.96621,5.71621
6.91864,5.95539
6.87106,6.19457
7.30446,5.37797
7.40423,5.71159
7.20931,5.85632
7.78281,5.37797
7.51185,5.78349
7.58729,6.15353
7.53972,6.39271
7.71461,6.80286
7.98558,5.51345
8.12106,5.71621
7.8501,6.12174
8.07349,6.43374
8.02591,6.67292
7.89043,6.87569
8.09319,7.89505
7.89043,9.00957
8.09319,9.14505
8.16864,5.95539
8.16139,6.47016
8.33237,6.69263
8.16139,7.35404
8.36416,7.48952
8.33237,7.94263
8.2333,8.2333
8.2333,8.71165
8.36878,8.91442
8.33237,9.19263
8.60334,6.2871
8.5985,6.80286
8.73398,7.00563
8.77431,7.75957
8.57155,7.89505
8.63883,8.44069
8.77431,8.64345
8.77431,9.00957
8.57155,9.14505
8.66408,9.62733
8.71165,9.8665
9.04528,6.47016
8.9098,7.07845
9.04528,7.35404
8.9098,7.55681
8.9098,8.03516
8.9098,8.32845
8.97708,8.77894
9.0499,9.0499
9.06961,9.35636
8.84714,10.0693
9.0499,10.2048
9.18076,6.67292
9.18076,7.15128
9.24804,7.21856
9.21625,7.57651
9.25267,8.03054
9.24804,8.37341
9.38815,8.71165
9.25267,8.91442
9.38815,9.19001
9.11718,9.59554
9.25267,9.7983
9.28908,10.2523
9.48722,7.17098
9.6582,7.75957
9.48722,8.42098
9.45543,8.77894
9.52826,9.0499
9.52363,9.39277
9.7264,9.52826
9.69461,9.98136
9.52826,10.2048
9.92916,7.35404
10.0646,7.55681
9.79368,7.96233
9.79368,8.44069
9.93379,8.77894
9.8665,9.38815
9.96557,9.57583
9.8665,9.8665
9.81893,10.1057
10.002,10.5476
10.1122,7.79598
10.2048,8.37341
10.1366,8.91442
10.3196,9.35636
10.2048,9.52826
10.1366,9.7983
10.2048,10.6831
10.543,8.71165
10.5906,8.95083
10.4075,9.39277
10.4439,9.48068
10.4439,10.7307
10.8859,9.66374
11.0214,9.8665
11.0214,10.3449
10.8859,10.5476
11.0689,10.1057
