-1.34253,1.73227
-1.15485,-0.478354
-1.25,-2.29621e-16
-1.15485,0.478354
-1.15947,1.29033
-1.29496,1.4931
-1.15747,1.73227
-1.15947,2.17422
-0.883883,-0.883883
-0.883883,0.883883
-0.717531,1.10727
-0.676495,1.83134
-0.97441,2.17422
-0.717531,2.35727
-0.743777,2.85533
-0.478354,-1.15485
-0.437318,0.62892
-0.454024,0.847471
-0.478354,1.15485
-0.441942,1.43306
-0.577425,1.63582
-0.577425,2.11418
-0.441942,2.31694
-0.338248,2.64795
-0.405529,3.19358
-0.0682013,0.270046
-0.270966,0.405529
-0.198141,0.676495
-0.239177,1.29758
-0.140107,1.4931
-0.0925314,1.73227
-0.140107,1.97145
-0.239177,2.45242
-0.0990704,2.79067
-0.146646,3.02985
-0.0990704,3.26903
1.53081e-16,-1.25
0.270046,-0.0682013
0,0
0.270046,0.410153
0.306459,0.751939
0,1.25
0.140107,1.4931
0.0925314,1.73227
0.27559,2.17422
0.239177,2.45242
0.202765,2.78713
0.27559,3.0581
0.239177,3.51212
0.239177,3.60727
0.234553,3.95015
0.27559,4.48391
0.478354,-1.15485
0.62892,-0.437318
0.405529,-0.270966
0.410153,0.270046
0.405529,0.612918
0.608294,0.748401
0.478354,1.15485
0.441942,1.43306
0.625,1.875
0.577425,2.11418
0.478354,2.3097
0.618461,2.64795
0.618461,3.1263
0.478354,3.46455
0.478354,3.65485
0.570886,4.13712
0.618461,4.3763
0.514767,4.62664
0.618461,4.95765
0.618461,5.436
0.883883,-0.883883
0.883883,-0.366117
0.676495,-0.198141
0.748401,0.315002
0.748401,0.608294
0.883883,0.883883
0.956709,1.15485
0.748401,1.565
0.883883,1.76777
0.748401,2.04336
0.956709,2.3097
0.864177,2.88712
0.915672,2.93078
0.956709,3.46455
0.717531,3.60727
0.915672,4.08563
0.956709,4.6194
0.956709,5.77425
1.29033,-1.15947
1.10727,-0.717531
1.15485,-0.478354
1.29758,-0.239177
1.25,7.65404e-17
1.15485,0.478354
1.15485,0.956709
0.991117,1.50888
1.01937,1.63783
1.01937,2.44889
1.05578,2.79067
1.15485,2.97835
1.19589,3.51212
1.25392,3.74738
1.11844,3.95015
1.29496,4.28115
1.19589,4.76212
1.09682,5.0528
1.04924,5.29197
1.2323,5.73391
1.4931,-1.29496
1.43306,-0.441942
1.4931,-0.140107
1.4931,0.140107
1.43306,0.441942
1.32583,0.700825
1.43506,3.46455
1.565,3.67102
1.59679,4.0453
1.53413,4.42388
1.43506,4.71455
1.59679,4.92918
1.57517,5.436
1.43506,5.77425
1.43506,5.8694
1.73227,-1.34253
1.73227,-1.15747
1.83134,-0.676495
1.63582,-0.577425
1.73227,-0.0925314
1.73227,0.0925314
1.77331,0.338248
1.77331,3.89795
1.82089,4.13712
1.77331,4.3763
1.91342,4.6194
1.90879,5.05742
1.87238,5.24048
1.91342,5.77425
1.91342,5.8694
1.90879,6.30742
2.17422,-1.15947
2.17422,-0.97441
2.11418,-0.577425
1.97145,-0.140107
1.97145,0.0449561
2.03873,3.86224
2.11156,4.03805
2.25166,4.28115
2.20671,4.71455
2.11156,5.1929
2.11156,5.28805
2.25166,5.53115
2.20671,5.8694
2.11156,6.4429
2.25166,6.59085
2.25166,7.0692
2.35727,-0.717531
2.31694,-0.441942
2.45242,-0.239177
2.5,1.53081e-16
2.29924,4.04197
2.4823,4.48391
2.44589,4.76212
2.58991,5.09775
2.35074,5.24048
2.59454,5.63876
2.44589,6.01212
2.58991,6.4429
2.59454,6.52265
2.58991,6.86552
2.58991,7.40745
2.68306,-0.441942
2.79268,4.17354
2.66373,4.48724
2.92424,4.66697
2.82909,5.14533
2.73002,5.436
2.88783,5.82907
2.8655,6.11712
2.79268,6.30742
2.7973,6.65813
2.82909,6.91309
2.82909,7.45503
3.125,-0.625
3.07089,4.13712
3.02331,4.3763
3.16342,4.6194
3.06827,5.09775
3.07089,5.38712
2.97574,5.67518
3.16342,5.8694
3.06827,6.2526
3.03648,6.70571
3.16342,7.02425
3.06827,7.40745
3.56694,-0.441942
3.54924,4.04197
3.36618,4.48391
3.40651,4.7595
3.27103,4.96227
3.54924,5.29197
3.45409,5.77033
3.40651,6.0095
3.54662,6.2526
3.47842,6.52265
3.45409,6.83003
3.47842,7.40653
3.40651,7.73786
3.542,7.94062
3.70242,-0.239177
3.75,2.29621e-16
3.84454,3.871
3.83991,4.03805
3.7323,4.48391
3.84454,4.75488
3.83991,5.09775
3.88487,5.436
3.84454,5.63876
3.88487,5.91435
3.6139,6.31988
3.74476,6.82611
3.84454,6.88876
3.7858,7.45503
3.68118,7.54201
3.74476,8.07611
4.07909,3.89533
4.04268,4.17354
4.0473,4.34843
4.17816,4.85465
4.02759,5.19682
3.98002,5.436
4.15491,5.84615
3.95215,5.98164
4.07909,6.39533
4.22312,6.82611
3.98394,6.87368
4.02498,7.40745
3.92036,7.58959
3.98394,8.12368
4.41342,3.46455
4.27331,3.89795
4.32089,4.13712
4.25007,4.48391
4.38555,4.68668
4.38555,5.16503
4.42588,5.44062
